vinregex,year,makemodel,vinchar1,vinchar2,vinchar3,vinchar4,vinchar5,vinchar6,vinchar7,vinchar8,vinchar9,vinchar10,vinchar11,vinchar12,vinchar13,vinchar14,vinchar15,vinchar16,vinchar17,make,model
2GNAXKEV1K6126966,2019,CHEVROLET EQUINOX 1LT,2,16,23,10,33,20,14,31,1,20,6,1,2,6,9,6,6,CHEVROLET,EQUINOX
1C6RR6KT9ES311047,2014,RAM 1500 TRADESMANEXPRESS,1,12,6,27,27,6,20,29,9,14,28,3,1,1,0,4,7,RAM,1500
JM3KFBCM3J0464071,2018,MAZDA CX5 TOURING,19,22,3,20,15,11,12,22,3,19,0,4,6,4,0,7,1,MAZDA,CX5
JN1BV7AR5FM414248,2015,INFINITI Q50 BASE,19,23,1,11,31,7,10,27,5,15,22,4,1,4,2,4,8,INFINITI,Q50
19UDE2F35GA005877,2016,ACURA ILX,1,9,30,13,14,2,15,3,5,16,10,0,0,5,8,7,7,ACURA,ILX
19XZE4F51KE015992,2019,HONDA INSIGHT EX,1,9,33,35,14,4,15,5,1,20,14,0,1,5,9,9,2,HONDA,INSIGHT
1FMCU0G74GUA95911,2016,FORD ESCAPE SE,1,15,22,12,30,0,16,7,4,16,30,10,9,5,9,1,1,FORD,ESCAPE
WDDJK6GA4JF050193,2018,MERCEDESBENZ SL 450 BASE,32,13,13,19,20,6,16,10,4,19,15,0,5,0,1,9,3,MERCEDESBENZ,SL
SALWR2RV5KA824818,2019,LANDROVER RANGE ROVER SPORT 30L SUPERCHARGED HSE,28,10,21,32,27,2,27,31,5,20,10,8,2,4,8,1,8,LANDROVER,RANGE
4JGDF6EEXKB223396,2019,MERCEDESBENZ GLS 450 BASE 4MATIC,4,19,16,13,15,6,14,14,33,20,11,2,2,3,3,9,6,MERCEDESBENZ,GLS
JN8AY2ND8KX008348,2019,NISSAN ARMADA SV,19,23,8,10,34,2,23,13,8,20,33,0,0,8,3,4,8,NISSAN,ARMADA
JTHBA1D26G5002564,2016,LEXUS IS 200T BASE,19,29,17,11,10,1,13,2,6,16,5,0,0,2,5,6,4,LEXUS,IS
5TDZKRFH2ES012173,2014,TOYOTA HIGHLANDER LE,5,29,13,35,20,27,15,17,2,14,28,0,1,2,1,7,3,TOYOTA,HIGHLANDER
1HGCV1F31KA002618,2019,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,1,20,10,0,0,2,6,1,8,HONDA,ACCORD
1N4BL4DVXKC132610,2019,NISSAN ALTIMA 25 SV,1,23,4,11,21,4,13,31,33,20,12,1,3,2,6,1,0,NISSAN,ALTIMA
3N1AB7APXFL654392,2015,NISSAN SENTRA SV,3,23,1,10,11,7,10,25,33,15,21,6,5,4,3,9,2,NISSAN,SENTRA
3KPFL4A73JE213523,2018,KIA FORTE LX,3,20,25,15,21,4,10,7,3,19,14,2,1,3,5,2,3,KIA,FORTE
WDDUG8DB3KA423682,2019,MERCEDESBENZ S 560,32,13,13,30,16,8,13,11,3,20,10,4,2,3,6,8,2,MERCEDESBENZ,S
1C6SRFFT0KN709379,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,15,29,0,20,23,7,0,9,3,7,9,RAM,1500
1FM5K7D82KGB02351,2019,FORD EXPLORER XLT,1,15,22,5,20,7,13,8,2,20,16,11,0,2,3,5,1,FORD,EXPLORER
3KPA24AB2KE165869,2019,KIA RIO LX,3,20,25,10,2,4,10,11,2,20,14,1,6,5,8,6,9,KIA,RIO
ZACCJBCB3HPF22923,2017,JEEP RENEGADE TRAILHAWK,35,10,12,12,19,11,12,11,3,17,25,15,2,2,9,2,3,JEEP,RENEGADE
1GYS3AKJ0HR266308,2017,CADILLAC ESCALADE STANDARD,1,16,34,28,3,10,20,19,0,17,27,2,6,6,3,0,8,CADILLAC,ESCALADE
2GKALMEK6F6432805,2015,GMC TERRAIN SLE1,2,16,20,10,21,22,14,20,6,15,6,4,3,2,8,0,5,GMC,TERRAIN
JTDKARFP0J3097635,2018,TOYOTA PRIUS PRIME PREMIUM,19,29,13,20,10,27,15,25,0,19,3,0,9,7,6,3,5,TOYOTA,PRIUS
1J4AA2D11BL521725,2011,JEEP WRANGLER SPORT,1,19,4,10,10,2,13,1,1,11,21,5,2,1,7,2,5,JEEP,WRANGLER
1FMCU9J91KUA77020,2019,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,1,20,30,10,7,7,0,2,0,FORD,ESCAPE
JN8AZ2NE9F9080031,2015,INFINITI QX80 BASE,19,23,8,10,35,2,23,14,9,15,9,0,8,0,0,3,1,INFINITI,QX80
1C4RJFDJ5KC594970,2019,JEEP GRAND CHEROKEE SRT,1,12,4,27,19,15,13,19,5,20,12,5,9,4,9,7,0,JEEP,GRAND
1FADP3F29EL416311,2014,FORD FOCUS SE,1,15,10,13,25,3,15,2,9,14,21,4,1,6,3,1,1,FORD,FOCUS
WDDZF4JB6JA299007,2018,MERCEDESBENZ E 300,32,13,13,35,15,4,19,11,6,19,10,2,9,9,0,0,7,MERCEDESBENZ,E
3VV0B7AX5JM160146,2018,VOLKSWAGEN TIGUAN 20T S,3,31,31,0,11,7,10,33,5,19,22,1,6,0,1,4,6,VOLKSWAGEN,TIGUAN
1FMCU0J93JUB16782,2018,FORD ESCAPE TITANIUM,1,15,22,12,30,0,19,9,3,19,30,11,1,6,7,8,2,FORD,ESCAPE
4S4WX9GD5D4401847,2013,SUBARU TRIBECA 36R LIMITED,4,28,4,32,33,9,16,13,5,13,4,4,0,1,8,4,7,SUBARU,TRIBECA
3TMGZ5AN9HM095551,2017,TOYOTA TACOMA LIMITED,3,29,22,16,35,5,10,23,9,17,22,0,9,5,5,5,1,TOYOTA,TACOMA
2C3CDZFJ1KH525769,2019,DODGE CHALLENGER RT SCAT PACK,2,12,3,12,13,35,15,19,1,20,17,5,2,5,7,6,9,DODGE,CHALLENGER
19XFB2F58CE093784,2012,HONDA CIVIC LX,1,9,33,15,11,2,15,5,8,12,14,0,9,3,7,8,4,HONDA,CIVIC
JF2SH6BC1AH791185,2010,SUBARU FORESTER 25X,19,15,2,28,17,6,11,12,1,10,17,7,9,1,1,8,5,SUBARU,FORESTER
1C4NJCBB6FD263128,2015,JEEP COMPASS SPORT,1,12,4,23,19,12,11,11,6,15,13,2,6,3,1,2,8,JEEP,COMPASS
5LMJJ2LT0KEL05290,2019,LINCOLN NAVIGATOR RESERVE,5,21,22,19,19,2,21,29,0,20,14,21,0,5,2,9,0,LINCOLN,NAVIGATOR
3GCUKRECXJG603957,2018,CHEVROLET SILVERADO 1500 LT,3,16,12,30,20,27,14,12,33,19,16,6,0,3,9,5,7,CHEVROLET,SILVERADO
KNDJP3A57J7604701,2018,KIA SOUL ,20,23,13,19,25,3,10,5,7,19,7,6,0,4,7,0,1,KIA,SOUL
4S3BNAJ63F3060879,2015,SUBARU LEGACY 25I LIMITED,4,28,3,11,23,10,19,6,3,15,3,0,6,0,8,7,9,SUBARU,LEGACY
55SWF4JB8FU058883,2015,MERCEDESBENZ C 300,5,5,28,32,15,4,19,11,8,15,30,0,5,8,8,8,3,MERCEDESBENZ,C
3KPFK4A78HE080738,2017,KIA FORTE LX,3,20,25,15,20,4,10,7,8,17,14,0,8,0,7,3,8,KIA,FORTE
1C3CDZAB6DN514633,2013,DODGE AVENGER SE,1,12,3,12,13,35,10,11,6,13,23,5,1,4,6,3,3,DODGE,AVENGER
1HGCT1B7XDA000576,2013,HONDA ACCORD EX,1,17,16,12,29,1,11,7,33,13,10,0,0,0,5,7,6,HONDA,ACCORD
1GKS2CKJ6KR176578,2019,GMC YUKON DENALI,1,16,20,28,2,12,20,19,6,20,27,1,7,6,5,7,8,GMC,YUKON
5FNYF6H55KB039126,2019,HONDA PILOT EXL,5,15,23,34,15,6,17,5,5,20,11,0,3,9,1,2,6,HONDA,PILOT
1C4RJFBGXKC594678,2019,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,33,20,12,5,9,4,6,7,8,JEEP,GRAND
1G1BA5SM1G7269038,2016,CHEVROLET CRUZE LS MANUAL,1,16,1,11,10,5,28,22,1,16,7,2,6,9,0,3,8,CHEVROLET,CRUZE
3CZRE3H58AG700267,2010,HONDA CRV EX,3,12,35,27,14,3,17,5,8,10,16,7,0,0,2,6,7,HONDA,CRV
KL8CD6S93FC793634,2015,CHEVROLET SPARK 1LT,20,21,8,12,13,6,28,9,3,15,12,7,9,3,6,3,4,CHEVROLET,SPARK
5TETU62N89Z656120,2009,TOYOTA TACOMA PRERUNNER ACCESS CAB,5,29,14,29,30,6,2,23,8,9,35,6,5,6,1,2,0,TOYOTA,TACOMA
1N4BL4DV5KC124642,2019,NISSAN ALTIMA 25 SV,1,23,4,11,21,4,13,31,5,20,12,1,2,4,6,4,2,NISSAN,ALTIMA
1GCRYDED1KZ170336,2019,CHEVROLET SILVERADO 1500 LT,1,16,12,27,34,13,14,13,1,20,35,1,7,0,3,3,6,CHEVROLET,SILVERADO
3VWDP7AJ0DM453001,2013,VOLKSWAGEN JETTA SE,3,31,32,13,25,7,10,19,0,13,22,4,5,3,0,0,1,VOLKSWAGEN,JETTA
2HGFC2F87KH504278,2019,HONDA CIVIC SPORT,2,17,16,15,12,2,15,8,7,20,17,5,0,4,2,7,8,HONDA,CIVIC
2C3CCAAG1KH548095,2019,CHRYSLER 300 TOURING,2,12,3,12,12,10,10,16,1,20,17,5,4,8,0,9,5,CHRYSLER,300
SAJBD4BV1HCY35467,2017,JAGUAR XF 35T PREMIUM,28,10,19,11,13,4,11,31,1,17,12,34,3,5,4,6,7,JAGUAR,XF
55SWF4KB9FU021419,2015,MERCEDESBENZ C 300,5,5,28,32,15,4,20,11,9,15,30,0,2,1,4,1,9,MERCEDESBENZ,C
3C4NJDBB2KT628723,2019,JEEP COMPASS LATITUDE,3,12,4,23,19,13,11,11,2,20,29,6,2,8,7,2,3,JEEP,COMPASS
JF2SJAJC3EH473468,2014,SUBARU FORESTER 25I LIMITED,19,15,2,28,19,10,19,12,3,14,17,4,7,3,4,6,8,SUBARU,FORESTER
1C3CCCFB4FN599905,2015,CHRYSLER 200 LX,1,12,3,12,12,12,15,11,4,15,23,5,9,9,9,0,5,CHRYSLER,200
1FMCU9J9XKUA32030,2019,FORD ESCAPE TITANIUM,1,15,22,12,30,9,19,9,33,20,30,10,3,2,0,3,0,FORD,ESCAPE
WBA3R5C55FK372922,2015,BMW 435 I XDRIVE,32,11,10,3,27,5,12,5,5,15,20,3,7,2,9,2,2,BMW,435
WBA8B7C52JA937874,2018,BMW 340 I XDRIVE,32,11,10,8,11,7,12,5,2,19,10,9,3,7,8,7,4,BMW,340
5YFBURHE8EP047159,2014,TOYOTA COROLLA S PLUS,5,34,15,11,30,27,17,14,8,14,25,0,4,7,1,5,9,TOYOTA,COROLLA
5XXGT4L3XJG190067,2018,KIA OPTIMA LX,5,33,33,16,29,4,21,3,33,19,16,1,9,0,0,6,7,KIA,OPTIMA
2LMPJ8L96KBL14466,2019,LINCOLN NAUTILUS RESERVE,2,21,22,25,19,8,21,9,6,20,11,21,1,4,4,6,6,LINCOLN,NAUTILUS
KNMAT2MV5FP537458,2015,NISSAN ROGUE SV,20,23,22,10,29,2,22,31,5,15,25,5,3,7,4,5,8,NISSAN,ROGUE
1FM5K7D81EGC45411,2014,FORD EXPLORER XLT,1,15,22,5,20,7,13,8,1,14,16,12,4,5,4,1,1,FORD,EXPLORER
5YFBURHE6KP908477,2019,TOYOTA COROLLA SE,5,34,15,11,30,27,17,14,6,20,25,9,0,8,4,7,7,TOYOTA,COROLLA
1FADP3L91GL257952,2016,FORD FOCUS ST BASE,1,15,10,13,25,3,21,9,1,16,21,2,5,7,9,5,2,FORD,FOCUS
1FTEW1EP2KFA12229,2019,FORD F150,1,15,29,14,32,1,14,25,2,20,15,10,1,2,2,2,9,FORD,F150
WBAFR7C56CC809714,2012,BMW 535 I,32,11,10,15,27,7,12,5,6,12,12,8,0,9,7,1,4,BMW,535
4T1B11HKXJU137356,2018,TOYOTA CAMRY LE,4,29,1,11,1,1,17,20,33,19,30,1,3,7,3,5,6,TOYOTA,CAMRY
3FA6P0H95ER223964,2014,FORD FUSION SE,3,15,10,6,25,0,17,9,5,14,27,2,2,3,9,6,4,FORD,FUSION
3TMCZ5ANXKM197768,2019,TOYOTA TACOMA TRD SPORT,3,29,22,12,35,5,10,23,33,20,22,1,9,7,7,6,8,TOYOTA,TACOMA
WDD2J5JB2KA013595,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,19,11,2,20,10,0,1,3,5,9,5,MERCEDESBENZ,CLS
1G11A5SL1FF286042,2015,CHEVROLET MALIBU 1FL,1,16,1,1,10,5,28,21,1,15,15,2,8,6,0,4,2,CHEVROLET,MALIBU
JM3KE4CY6G0622915,2016,MAZDA CX5 TOURING,19,22,3,20,14,4,12,34,6,16,0,6,2,2,9,1,5,MAZDA,CX5
1GKS2CKJ4KR173212,2019,GMC YUKON DENALI,1,16,20,28,2,12,20,19,4,20,27,1,7,3,2,1,2,GMC,YUKON
1C6SRFFT7KN709380,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,15,29,7,20,23,7,0,9,3,8,0,RAM,1500
5TFHY5F12EX343531,2014,TOYOTA TUNDRA LIMITED,5,29,15,17,34,5,15,1,2,14,33,3,4,3,5,3,1,TOYOTA,TUNDRA
1GKS2CKJ5KR177494,2019,GMC YUKON DENALI,1,16,20,28,2,12,20,19,5,20,27,1,7,7,4,9,4,GMC,YUKON
1G1ZB5ST7KF124992,2019,CHEVROLET MALIBU 1LS,1,16,1,35,11,5,28,29,7,20,15,1,2,4,9,9,2,CHEVROLET,MALIBU
1GYKNCRS0KZ168892,2019,CADILLAC XT5 LUXURY,1,16,34,20,23,12,27,28,0,20,35,1,6,8,8,9,2,CADILLAC,XT5
1GTN1TEX1BZ252560,2011,GMC SIERRA 1500 WORK TRUCK,1,16,29,23,1,29,14,33,1,11,35,2,5,2,5,6,0,GMC,SIERRA
2HGFG3B56FH507944,2015,HONDA CIVIC LX,2,17,16,15,16,3,11,5,6,15,17,5,0,7,9,4,4,HONDA,CIVIC
1D7RV1CT0BS519468,2011,DODGE RAM 1500 SLT,1,13,7,27,31,1,12,29,0,11,28,5,1,9,4,6,8,DODGE,RAM
55SWF4KB4GU111417,2016,MERCEDESBENZ C 300,5,5,28,32,15,4,20,11,4,16,30,1,1,1,4,1,7,MERCEDESBENZ,C
1G1PA5SH0D7189377,2013,CHEVROLET CRUZE LS,1,16,1,25,10,5,28,17,0,13,7,1,8,9,3,7,7,CHEVROLET,CRUZE
3FA6P0K93GR141355,2016,FORD FUSION TITANIUM,3,15,10,6,25,0,20,9,3,16,27,1,4,1,3,5,5,FORD,FUSION
2C3CDYBT7DH557131,2013,DODGE CHALLENGER RT,2,12,3,12,13,34,11,29,7,13,17,5,5,7,1,3,1,DODGE,CHALLENGER
1N4AL3AP1FC253916,2015,NISSAN ALTIMA 25 SV,1,23,4,10,21,3,10,25,1,15,12,2,5,3,9,1,6,NISSAN,ALTIMA
5J8TB4H58GL009618,2016,ACURA RDX TECH PKG,5,19,8,29,11,4,17,5,8,16,21,0,0,9,6,1,8,ACURA,RDX
1FMCU0F74GUC54878,2016,FORD ESCAPE S,1,15,22,12,30,0,15,7,4,16,30,12,5,4,8,7,8,FORD,ESCAPE
JTMWFREV8JJ751005,2018,TOYOTA RAV4 XLE,19,29,22,32,15,27,14,31,8,19,19,7,5,1,0,0,5,TOYOTA,RAV4
1GYKNCRS1JZ208914,2018,CADILLAC XT5 LUXURY,1,16,34,20,23,12,27,28,1,19,35,2,0,8,9,1,4,CADILLAC,XT5
1V2MR2CA4KC506969,2019,VOLKSWAGEN ATLAS 36L V6 SEL,1,31,2,22,27,2,12,10,4,20,12,5,0,6,9,6,9,VOLKSWAGEN,ATLAS
1GYFZCR41KF108337,2019,CADILLAC XT4 PREMIUM LUXURY,1,16,34,15,35,12,27,4,1,20,15,1,0,8,3,3,7,CADILLAC,XT4
2GNALAEK0F6364745,2015,CHEVROLET EQUINOX LS,2,16,23,10,21,10,14,20,0,15,6,3,6,4,7,4,5,CHEVROLET,EQUINOX
1GKS1BKC8GR472840,2016,GMC YUKON SLT,1,16,20,28,1,11,20,12,8,16,27,4,7,2,8,4,0,GMC,YUKON
1C4RJFBG2HC924242,2017,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,2,17,12,9,2,4,2,4,2,JEEP,GRAND
1C4NJCBA2DD270534,2013,JEEP COMPASS SPORT,1,12,4,23,19,12,11,10,2,13,13,2,7,0,5,3,4,JEEP,COMPASS
1GYKNCRS9KZ166252,2019,CADILLAC XT5 LUXURY,1,16,34,20,23,12,27,28,9,20,35,1,6,6,2,5,2,CADILLAC,XT5
KMHTC6AD1HU304849,2017,HYUNDAI VELOSTER BASE,20,22,17,29,12,6,10,13,1,17,30,3,0,4,8,4,9,HYUNDAI,VELOSTER
5FNYF6H63GB110548,2016,HONDA PILOT EXL,5,15,23,34,15,6,17,6,3,16,11,1,1,0,5,4,8,HONDA,PILOT
1GTG6DE33G1364294,2016,GMC CANYON SLT,1,16,29,16,6,13,14,3,3,16,1,3,6,4,2,9,4,GMC,CANYON
1C4RJFBG7HC924270,2017,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,7,17,12,9,2,4,2,7,0,JEEP,GRAND
JTDKARFP1J3097790,2018,TOYOTA PRIUS PRIME PREMIUM,19,29,13,20,10,27,15,25,1,19,3,0,9,7,7,9,0,TOYOTA,PRIUS
1FM5K8HT0KGA68754,2019,FORD EXPLORER PLATINUM,1,15,22,5,20,8,17,29,0,20,16,10,6,8,7,5,4,FORD,EXPLORER
KMHD74LF1HU058168,2017,HYUNDAI ELANTRA SE,20,22,17,13,7,4,21,15,1,17,30,0,5,8,1,6,8,HYUNDAI,ELANTRA
KNDMB5C11G6191545,2016,KIA SEDONA LX,20,23,13,22,11,5,12,1,1,16,6,1,9,1,5,4,5,KIA,SEDONA
1C6RR6KG3GS383089,2016,RAM 1500 TRADESMAN,1,12,6,27,27,6,20,16,3,16,28,3,8,3,0,8,9,RAM,1500
3FA6P0D90JR187861,2018,FORD FUSION TITANIUM,3,15,10,6,25,0,13,9,0,19,27,1,8,7,8,6,1,FORD,FUSION
WVWML7AN3AE515638,2010,VOLKSWAGEN CC SPORT,32,31,32,22,21,7,10,23,3,10,14,5,1,5,6,3,8,VOLKSWAGEN,CC
KM8J3CA45KU841222,2019,HYUNDAI TUCSON VALUE,20,22,8,19,3,12,10,4,5,20,30,8,4,1,2,2,2,HYUNDAI,TUCSON
KM8K33A51KU203448,2019,HYUNDAI KONA LIMITED,20,22,8,20,3,3,10,5,1,20,30,2,0,3,4,4,8,HYUNDAI,KONA
1G1BE5SM6J7114111,2018,CHEVROLET CRUZE LT,1,16,1,11,14,5,28,22,6,19,7,1,1,4,1,1,1,CHEVROLET,CRUZE
WDC0J4KB7KF543424,2019,MERCEDESBENZ GLC 300 4MATIC COUPE,32,13,12,0,19,4,20,11,7,20,15,5,4,3,4,2,4,MERCEDESBENZ,GLC
JTMWFREV5JJ208825,2018,TOYOTA RAV4 XLE,19,29,22,32,15,27,14,31,5,19,19,2,0,8,8,2,5,TOYOTA,RAV4
JN8AY2ND9KX008939,2019,NISSAN ARMADA SV,19,23,8,10,34,2,23,13,9,20,33,0,0,8,9,3,9,NISSAN,ARMADA
3N1CN7AP4KL810243,2019,NISSAN VERSA 16 SV,3,23,1,12,23,7,10,25,4,20,21,8,1,0,2,4,3,NISSAN,VERSA
2FMPK4K96JBB67759,2018,FORD EDGE TITANIUM,2,15,22,25,20,4,20,9,6,19,11,11,6,7,7,5,9,FORD,EDGE
KM8SN4HF6KU303141,2019,HYUNDAI SANTA FE XL SE,20,22,8,28,23,4,17,15,6,20,30,3,0,3,1,4,1,HYUNDAI,SANTA
1FTEW1E41KFA06556,2019,FORD F150 XLT,1,15,29,14,32,1,14,4,1,20,15,10,0,6,5,5,6,FORD,F150
5GAKRAKD2GJ238944,2016,BUICK ENCLAVE CONVENIENCE,5,16,10,20,27,10,20,13,2,16,19,2,3,8,9,4,4,BUICK,ENCLAVE
1FM5K7FH7KGA68405,2019,FORD EXPLORER LIMITED,1,15,22,5,20,7,15,17,7,20,16,10,6,8,4,0,5,FORD,EXPLORER
1FTFW1CV9AKC55256,2010,FORD F150 HARLEYDAVIDSON,1,15,29,15,32,1,12,31,9,10,20,12,5,5,2,5,6,FORD,F150
2GNALDEK2C6146660,2012,CHEVROLET EQUINOX 1LT,2,16,23,10,21,13,14,20,2,12,6,1,4,6,6,6,0,CHEVROLET,EQUINOX
1GKKNPLS7HZ232591,2017,GMC ACADIA DENALI,1,16,20,20,23,25,21,28,7,17,35,2,3,2,5,9,1,GMC,ACADIA
1C4NJCBA0GD615404,2016,JEEP COMPASS SPORT,1,12,4,23,19,12,11,10,0,16,13,6,1,5,4,0,4,JEEP,COMPASS
2GKALMEK9G6280746,2016,GMC TERRAIN SLE1,2,16,20,10,21,22,14,20,9,16,6,2,8,0,7,4,6,GMC,TERRAIN
5J8TB4H5XHL004051,2017,ACURA RDX TECHNOLOGY  ACURAWATCH PLUS PACKAGES,5,19,8,29,11,4,17,5,33,17,21,0,0,4,0,5,1,ACURA,RDX
1FTEX1CM7EFC12937,2014,FORD F150 XLT,1,15,29,14,33,1,12,22,7,14,15,12,1,2,9,3,7,FORD,F150
1FMCU0F78KUA30456,2019,FORD ESCAPE S,1,15,22,12,30,0,15,7,8,20,30,10,3,0,4,5,6,FORD,ESCAPE
W04GP5EC0B1002767,2011,BUICK REGAL CXL,32,0,4,16,25,5,14,12,0,11,1,0,0,2,7,6,7,BUICK,REGAL
5J6RM3H71CL019183,2012,HONDA CRV EXL,5,19,6,27,22,3,17,7,1,12,21,0,1,9,1,8,3,HONDA,CRV
JTDKN3DU1A0063294,2010,TOYOTA PRIUS III,19,29,13,20,23,3,13,30,1,10,0,0,6,3,2,9,4,TOYOTA,PRIUS
1G1BG5SM1G7245188,2016,CHEVROLET CRUZE PREMIER AUTO,1,16,1,11,16,5,28,22,1,16,7,2,4,5,1,8,8,CHEVROLET,CRUZE
5N1AT2MV0FC893030,2015,NISSAN ROGUE SL,5,23,1,10,29,2,22,31,0,15,12,8,9,3,0,3,0,NISSAN,ROGUE
1VWAT7A35EC030496,2014,VOLKSWAGEN PASSAT AUTO WOLFSBURG ED,1,31,32,10,29,7,10,3,5,14,12,0,3,0,4,9,6,VOLKSWAGEN,PASSAT
JM1BM1U76G1304819,2016,MAZDA MAZDA3 I SPORT,19,22,1,11,22,1,30,7,6,16,1,3,0,4,8,1,9,MAZDA,MAZDA3
JM3KFBDM1J0331808,2018,MAZDA CX5 GRAND TOURING,19,22,3,20,15,11,13,22,1,19,0,3,3,1,8,0,8,MAZDA,CX5
5J6RM3H53CL013769,2012,HONDA CRV EX,5,19,6,27,22,3,17,5,3,12,21,0,1,3,7,6,9,HONDA,CRV
55SWF4KB3GU115183,2016,MERCEDESBENZ C 300,5,5,28,32,15,4,20,11,3,16,30,1,1,5,1,8,3,MERCEDESBENZ,C
4T1BF1FK9DU685373,2013,TOYOTA CAMRY SE,4,29,1,11,15,1,15,20,9,13,30,6,8,5,3,7,3,TOYOTA,CAMRY
5LMCJ2D9XKUL17447,2019,LINCOLN MKC SELECT,5,21,22,12,19,2,13,9,33,20,30,21,1,7,4,4,7,LINCOLN,MKC
2FMPK4K95KBB21745,2019,FORD EDGE TITANIUM,2,15,22,25,20,4,20,9,5,20,11,11,2,1,7,4,5,FORD,EDGE
1ZVBP8AM7E5276820,2014,FORD MUSTANG,1,35,31,11,25,8,10,22,7,14,5,2,7,6,8,2,0,FORD,MUSTANG
1C3CCCAB6GN116018,2016,CHRYSLER 200 LIMITED,1,12,3,12,12,12,10,11,6,16,23,1,1,6,0,1,8,CHRYSLER,200
1GNKVHKD9HJ187583,2017,CHEVROLET TRAVERSE 2LT,1,16,23,20,31,17,20,13,9,17,19,1,8,7,5,8,3,CHEVROLET,TRAVERSE
2GKALPEK1H6319445,2017,GMC TERRAIN SLT,2,16,20,10,21,25,14,20,1,17,6,3,1,9,4,4,5,GMC,TERRAIN
1D7RB1CT1BS530441,2011,DODGE RAM 1500 LARAMIE,1,13,7,27,11,1,12,29,1,11,28,5,3,0,4,4,1,DODGE,RAM
5TFDW5F13KX791681,2019,TOYOTA TUNDRA SR5,5,29,15,13,32,5,15,1,3,20,33,7,9,1,6,8,1,TOYOTA,TUNDRA
1C4PJMCB3GW187631,2016,JEEP CHEROKEE LATITUDE,1,12,4,25,19,22,12,11,3,16,32,1,8,7,6,3,1,JEEP,CHEROKEE
5XXGM4A70FG433363,2015,KIA OPTIMA LX,5,33,33,16,22,4,10,7,0,15,16,4,3,3,3,6,3,KIA,OPTIMA
3MYDLBZV9GY116544,2016,SCION IA BASE,3,22,34,13,21,11,35,31,9,16,34,1,1,6,5,4,4,SCION,IA
YV1902MM9F1190068,2015,VOLVO S80 T6 PLATINUM,34,31,1,9,0,2,22,22,9,15,1,1,9,0,0,6,8,VOLVO,S80
1C4PJMCS7FW550558,2015,JEEP CHEROKEE LATITUDE,1,12,4,25,19,22,12,28,7,15,32,5,5,0,5,5,8,JEEP,CHEROKEE
5N1AL0MN1EC528861,2014,INFINITI QX60 BASE,5,23,1,10,21,0,22,23,1,14,12,5,2,8,8,6,1,INFINITI,QX60
1HGCV1F32JA251749,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,2,19,10,2,5,1,7,4,9,HONDA,ACCORD
WBA3B1G52FNT03014,2015,BMW 320 I,32,11,10,3,11,1,16,5,2,15,23,29,0,3,0,1,4,BMW,320
3C4PDCBG7JT310634,2018,DODGE JOURNEY SXT,3,12,4,25,13,12,11,16,7,19,29,3,1,0,6,3,4,DODGE,JOURNEY
JTMWFREV7JD124682,2018,TOYOTA RAV4 XLE,19,29,22,32,15,27,14,31,7,19,13,1,2,4,6,8,2,TOYOTA,RAV4
JTEBU5JR6K5625706,2019,TOYOTA 4RUNNER SR5 PREMIUM,19,29,14,11,30,5,19,27,6,20,5,6,2,5,7,0,6,TOYOTA,4RUNNER
2T2BK1BA2FC313396,2015,LEXUS RX 350,2,29,2,11,20,1,11,10,2,15,12,3,1,3,3,9,6,LEXUS,RX
1FTEW1EG3FFB97445,2015,FORD F150 KING RANCH,1,15,29,14,32,1,14,16,3,15,15,11,9,7,4,4,5,FORD,F150
5N1AT2MT4KC732334,2019,NISSAN ROGUE S,5,23,1,10,29,2,22,29,4,20,12,7,3,2,3,3,4,NISSAN,ROGUE
4T1B11HK4KU689422,2019,TOYOTA CAMRY LE,4,29,1,11,1,1,17,20,4,20,30,6,8,9,4,2,2,TOYOTA,CAMRY
1C6RR7YT3GS308919,2016,RAM 1500 REBEL,1,12,6,27,27,7,34,29,3,16,28,3,0,8,9,1,9,RAM,1500
5XXGT4L34KG313136,2019,KIA OPTIMA LX,5,33,33,16,29,4,21,3,4,20,16,3,1,3,1,3,6,KIA,OPTIMA
JN8AT2MT4KW500677,2019,NISSAN ROGUE SV,19,23,8,10,29,2,22,29,4,20,32,5,0,0,6,7,7,NISSAN,ROGUE
2GNAXPEX6K6177412,2019,CHEVROLET EQUINOX PREMIER,2,16,23,10,33,25,14,33,6,20,6,1,7,7,4,1,2,CHEVROLET,EQUINOX
3N1AB7AP2JL619659,2018,NISSAN SENTRA SV,3,23,1,10,11,7,10,25,2,19,21,6,1,9,6,5,9,NISSAN,SENTRA
1C6RR7FT3KS567986,2019,RAM 1500 CLASSIC EXPRESS 4X4 QUAD CAB 64 BOX,1,12,6,27,27,7,15,29,3,20,28,5,6,7,9,8,6,RAM,1500
