web-scraper-order,web-scraper-start-url,vinregex,makemodel
"1541787473-84","https://www.cars.com/vehicledetail/detail/754190816/overview/","3LN6L2JKXFR601756","Certified 2015 Lincoln MKZ Base"
"1541789324-940","https://www.cars.com/vehicledetail/detail/754189956/overview/","JF1VA1C68K9812983","New 2019 Subaru WRX Premium"
"1541789942-1198","https://www.cars.com/vehicledetail/detail/754189669/overview/","WD4PG2EE4K3513706","New 2019 Mercedes-Benz Metris Base"
"1541789452-995","https://www.cars.com/vehicledetail/detail/754189899/overview/","1G4GF5G31EF179059","Used 2014 Buick LaCrosse Premium 2"
"1541787579-135","https://www.cars.com/vehicledetail/detail/754190765/overview/","null","New 2018 Toyota RAV4 LE"
"1541789691-1095","https://www.cars.com/vehicledetail/detail/754189787/overview/","WMWWG9C50K3E41002","New 2019 MINI Convertible Cooper S"
"1541789885-1176","https://www.cars.com/vehicledetail/detail/754189697/overview/","null","null"
"1541788385-502","https://www.cars.com/vehicledetail/detail/754190395/overview/","1FMCU0F79KUA19966","New 2019 Ford Escape S"
"1541788662-633","https://www.cars.com/vehicledetail/detail/754190264/overview/","null","New 2019 Acura RDX Advance Package"
"1541788941-762","https://www.cars.com/vehicledetail/detail/754190135/overview/","1FM5K8F86JGB67639","Used 2018 Ford Explorer Limited"
"1541788494-555","https://www.cars.com/vehicledetail/detail/754190342/overview/","null","New 2017 Buick LaCrosse Premium (1SP) AWD"
"1541789683-1091","https://www.cars.com/vehicledetail/detail/754189791/overview/","KM8K12AA2KU223351","New 2019 Hyundai Kona SE"
"1541790295-1307","https://www.cars.com/vehicledetail/detail/754189508/overview/","2FMPK4K95KBB27741","New 2019 Ford Edge Titanium"
"1541790158-1265","https://www.cars.com/vehicledetail/detail/754189575/overview/","null","Used 2016 Ford Explorer Platinum"
"1541787487-91","https://www.cars.com/vehicledetail/detail/754190809/overview/","null","New 2017 GMC Yukon XL 4WD"
"1541788163-398","https://www.cars.com/vehicledetail/detail/754190499/overview/","null","New 2019 Volkswagen Tiguan 2.0T SE"
"1541790995-1549","https://www.cars.com/vehicledetail/detail/754189180/overview/","5TFHY5F18KX801150","New 2019 Toyota Tundra Limited"
"1541787344-23","https://www.cars.com/vehicledetail/detail/754190877/overview/","null","New 2018 Chevrolet Impala LTZ"
"1541790270-1297","https://www.cars.com/vehicledetail/detail/754189520/overview/","5TDDZRFHXKS928469","New 2019 Toyota Highlander Limited"
"1541787458-77","https://www.cars.com/vehicledetail/detail/754190823/overview/","1HGCV1F33JA269077","New 2018 Honda Accord Sport"
"1541790272-1298","https://www.cars.com/vehicledetail/detail/754189519/overview/","1FMCU0J90KUA35353","New 2019 Ford Escape Titanium"
"1541790018-1228","https://www.cars.com/vehicledetail/detail/754189632/overview/","JTHCF5C28B5049084","Used 2011 Lexus IS 250 Base"
"1541787720-196","https://www.cars.com/vehicledetail/detail/754190704/overview/","JTMDFREV7JJ252087","New 2018 Toyota RAV4 Limited"
"1541789879-1173","https://www.cars.com/vehicledetail/detail/754189700/overview/","5YFBURHE2KP905088","New 2019 Toyota Corolla SE"
"1541788093-367","https://www.cars.com/vehicledetail/detail/754190531/overview/","1GB4KYCY0JF129354","New 2018 Chevrolet Crew Chassis Cab, 4WD"
"1541790385-1341","https://www.cars.com/vehicledetail/detail/754189464/overview/","JTHCE1BL7D5018160","Used 2013 Lexus GS 350 Base"
"1541790911-1518","https://www.cars.com/vehicledetail/detail/754189219/overview/","2T3WFREV6JW514899","New 2018 Toyota RAV4 XLE"
"1541791211-1626","https://www.cars.com/vehicledetail/detail/754189076/overview/","3FA6P0HD5KR131804","New 2019 Ford Fusion SE"
"1541791266-1646","https://www.cars.com/vehicledetail/detail/754189050/overview/","1C4PJLCB1JD552689","Used 2018 Jeep Cherokee Latitude"
"1541787778-221","https://www.cars.com/vehicledetail/detail/754190679/overview/","2T1BURHEXKC180243","New 2019 Toyota Corolla LE"
"1541788797-692","https://www.cars.com/vehicledetail/detail/754190205/overview/","2FMGK5C88KBA07962","New 2019 Ford Flex SEL"
"1541791150-1604","https://www.cars.com/vehicledetail/detail/754189105/overview/","1FTEW1EG3GFC20465","Used 2016 Ford F-150 Lariat"
"1541787652-163","https://www.cars.com/vehicledetail/detail/754190737/overview/","2C3CDZAGXKH557616","New 2019 Dodge Challenger SXT"
"1541789950-1202","https://www.cars.com/vehicledetail/detail/754189665/overview/","1HGCP3F80CA033961","Used 2012 Honda Accord EX-L"
"1541791848-1799","https://www.cars.com/vehicledetail/detail/754188765/overview/","2HKRW6H3XJH233248","New 2018 Honda CR-V LX"
"1541792013-1865","https://www.cars.com/vehicledetail/detail/754188686/overview/","MAJ3S2GE2KC250528","New 2019 Ford EcoSport SE"
"1541791810-1795","https://www.cars.com/vehicledetail/detail/754188783/overview/","5TDBK3EH9BS070048","Used 2011 Toyota Highlander Base"
"1541787657-165","https://www.cars.com/vehicledetail/detail/754190735/overview/","3C4PDCAB5JT531669","New 2018 Dodge Journey SE"
"1541789495-1012","https://www.cars.com/vehicledetail/detail/754189878/overview/","3GNAXNEV5KS553571","New 2019 Chevrolet Equinox L"
"1541790262-1293","https://www.cars.com/vehicledetail/detail/754189524/overview/","1FTEW1EG2FFB06813","Used 2015 Ford F-150 XL"
"1541788270-448","https://www.cars.com/vehicledetail/detail/754190449/overview/","JTHBZ1BL5KA017075","New 2019 Lexus GS 350 F Sport"
"1541789261-910","https://www.cars.com/vehicledetail/detail/754189986/overview/","1HGCR2F37GA006366","Used 2016 Honda Accord LX"
"1541788925-754","https://www.cars.com/vehicledetail/detail/754190143/overview/","null","New 2018 Chevrolet Malibu Premier"
"1541790913-1519","https://www.cars.com/vehicledetail/detail/754189218/overview/","JTMBFREV6JJ748912","New 2018 Toyota RAV4 SE"
"1541790755-1465","https://www.cars.com/vehicledetail/detail/754189292/overview/","2T1BURHE5KC187424","New 2019 Toyota Corolla LE"
"1541790233-1279","https://www.cars.com/vehicledetail/detail/754189538/overview/","1FMCU9J94KUA35358","New 2019 Ford Escape Titanium"
"1541791537-1712","https://www.cars.com/vehicledetail/detail/754188918/overview/","JF2SKAJC1KH428070","New 2019 Subaru Forester 2.5i Touring"
"1541788988-783","https://www.cars.com/vehicledetail/detail/754190114/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541788856-721","https://www.cars.com/vehicledetail/detail/754190176/overview/","null","Used 2014 Jeep Cherokee Limited"
"1541791384-1674","https://www.cars.com/vehicledetail/detail/754188992/overview/","null","null"
"1541787404-51","https://www.cars.com/vehicledetail/detail/754190849/overview/","null","New 2018 Chevrolet Traverse Premier or High Country, AWD"
"1541790377-1338","https://www.cars.com/vehicledetail/detail/754189468/overview/","LRBFXCSA2KD027000","New 2019 Buick Envision Essence"
"1541787549-120","https://www.cars.com/vehicledetail/detail/754190780/overview/","null","New 2018 Toyota Yaris iA Base"
"1541788146-391","https://www.cars.com/vehicledetail/detail/754190506/overview/","WVWPR7AU4JW911185","New 2018 Volkswagen Golf TSI SE"
"1541790947-1531","https://www.cars.com/vehicledetail/detail/754189203/overview/","5TFUM5F19KX080685","New 2019 Toyota Tundra SR"
"1541789850-1160","https://www.cars.com/vehicledetail/detail/754189714/overview/","WDC0G4JBXKV144545","New 2019 Mercedes-Benz GLC 300 Base"
"1541791769-1782","https://www.cars.com/vehicledetail/detail/754188803/overview/","5XYZUDLB2GG340853","Used 2016 Hyundai Santa Fe Sport 2.4L"
"1541791694-1757","https://www.cars.com/vehicledetail/detail/754188840/overview/","3MYDLBYV8KY504469","New 2019 Toyota Yaris Sedan LE"
"1541790391-1343","https://www.cars.com/vehicledetail/detail/754189461/overview/","5GAKVCKD2HJ101981","Used 2017 Buick Enclave Premium"
"1541788911-747","https://www.cars.com/vehicledetail/detail/754190150/overview/","3GCUKSEC5GG156454","Certified 2016 Chevrolet Silverado 1500 LTZ"
"1541790571-1405","https://www.cars.com/vehicledetail/detail/754189374/overview/","4S4WMAFD8K3434761","New 2019 Subaru Ascent Premium 7-Passenger"
"1541790005-1222","https://www.cars.com/vehicledetail/detail/754189638/overview/","JM3KFBBM1J0466855","New 2018 Mazda CX-5 Sport"
"1541791961-1843","https://www.cars.com/vehicledetail/detail/754188711/overview/","MAJ6S3GL8KC251300","New 2019 Ford EcoSport SE"
"1541788671-637","https://www.cars.com/vehicledetail/detail/754190260/overview/","1C4RJFN92JC349935","New 2018 Jeep Grand Cherokee Trackhawk"
"1541788486-551","https://www.cars.com/vehicledetail/detail/754190346/overview/","5UXKS4C50J0Z89841","Used 2018 BMW X5 xDrive35d"
"1541791319-1653","https://www.cars.com/vehicledetail/detail/754189024/overview/","null","null"
"1541787750-209","https://www.cars.com/vehicledetail/detail/754190691/overview/","4T3ZF13C13U549627","Used 2003 Toyota Sienna XLE"
"1541788628-617","https://www.cars.com/vehicledetail/detail/754190280/overview/","WMWXU1C59K2J01414","New 2019 MINI Hardtop Cooper"
"1541790901-1515","https://www.cars.com/vehicledetail/detail/754189224/overview/","WDBRF92H97F877802","Used 2007 Mercedes-Benz C280 4MATIC"
"1541789674-1088","https://www.cars.com/vehicledetail/detail/754189795/overview/","5TDZARFH3KS043785","New 2019 Toyota Highlander LE I4"
"1541788420-519","https://www.cars.com/vehicledetail/detail/754190378/overview/","null","New 2017 Buick LaCrosse Premium (1SP) AWD"
"1541791109-1589","https://www.cars.com/vehicledetail/detail/754189125/overview/","1FMCU9GD3KUA10320","New 2019 Ford Escape SE"
"1541789216-889","https://www.cars.com/vehicledetail/detail/754190007/overview/","WBA7F0C50KGM25455","New 2019 BMW 750 i"
"1541788575-592","https://www.cars.com/vehicledetail/detail/754190305/overview/","SALYL2EV7KA795225","New 2019 Land Rover Range Rover Velar P380 SE R-Dynamic"
"1541787382-41","https://www.cars.com/vehicledetail/detail/754190859/overview/","4S3BNAS69K3014286","New 2019 Subaru Legacy 2.5i Sport"
"1541787784-224","https://www.cars.com/vehicledetail/detail/754190676/overview/","4T1B11HK2KU182549","New 2019 Toyota Camry SE"
"1541787935-294","https://www.cars.com/vehicledetail/detail/754190606/overview/","2FMGK5D83JBA10796","New 2018 Ford Flex Limited"
"1541789267-913","https://www.cars.com/vehicledetail/detail/754189983/overview/","1FD0W5HT3KEC63532","New 2019 Ford XL/XLT/LARIAT"
"1541789100-835","https://www.cars.com/vehicledetail/detail/754190061/overview/","2GNAXUEV8K6167297","New 2019 Chevrolet Equinox LT"
"1541790401-1346","https://www.cars.com/vehicledetail/detail/754189456/overview/","2T2BZMCA8KC169763","New 2019 Lexus RX 350 Base"
"1541788864-725","https://www.cars.com/vehicledetail/detail/754190172/overview/","1GTEK29J69Z144068","Used 2009 GMC Sierra 1500 SLE"
"1541787571-131","https://www.cars.com/vehicledetail/detail/754190769/overview/","2GNAXSEV8K6171810","New 2019 Chevrolet Equinox LS"
"1541790052-1239","https://www.cars.com/vehicledetail/detail/754189615/overview/","4T1BF1FK7GU250307","Used 2016 Toyota Camry SE"
"1541788054-351","https://www.cars.com/vehicledetail/detail/754190549/overview/","null","New 2018 Chevrolet Silverado 2500 LWB, 4WD, Crew Cab"
"1541789280-919","https://www.cars.com/vehicledetail/detail/754189977/overview/","2GNALBEK3C1185856","Used 2012 Chevrolet Equinox LS"
"1541788917-750","https://www.cars.com/vehicledetail/detail/754190147/overview/","WBA8B9C50JAE22323","New 2018 BMW 330 i"
"1541790824-1489","https://www.cars.com/vehicledetail/detail/754189261/overview/","1GTU9DEL5KZ172556","New 2019 GMC Sierra 1500 SLT"
"1541787899-277","https://www.cars.com/vehicledetail/detail/754190623/overview/","1GCNCREC9JZ133535","New 2018 Chevrolet Silverado 1500 LWB, 2WD, Reg Cab Pickup"
"1541787540-116","https://www.cars.com/vehicledetail/detail/754190784/overview/","null","New 2018 GMC Yukon 4WD"
"1541789259-909","https://www.cars.com/vehicledetail/detail/754189987/overview/","KMHGC4DH6CU187640","Used 2012 Hyundai Genesis 5.0 R-Spec"
"1541788471-544","https://www.cars.com/vehicledetail/detail/754190353/overview/","null","New 2017 Buick LaCrosse Premium (1SP) FWD"
"1541790379-1339","https://www.cars.com/vehicledetail/detail/754189467/overview/","1GTZ7HFG8K1169637","New 2019 GMC RWD 3500 155"""
"1541787328-15","https://www.cars.com/vehicledetail/detail/754190885/overview/","null","New 2018 Chevrolet Impala LS"
"1541787930-292","https://www.cars.com/vehicledetail/detail/754190608/overview/","null","New 2018 Chevrolet Colorado Z71/ZR2 Crew Cab, Short Box"
"1541789110-840","https://www.cars.com/vehicledetail/detail/754190056/overview/","19UUB1F31KA006648","New 2019 Acura TLX Base"
"1541790757-1466","https://www.cars.com/vehicledetail/detail/754189291/overview/","1GNDS13SX22187275","Used 2002 Chevrolet TrailBlazer LT"
"1541791869-1807","https://www.cars.com/vehicledetail/detail/754188756/overview/","null","null"
"1541788418-518","https://www.cars.com/vehicledetail/detail/754190379/overview/","JF2SKACC7KH430533","New 2019 Subaru Forester 2.5i Touring"
"1541789915-1187","https://www.cars.com/vehicledetail/detail/754189682/overview/","3GTU2PEJ4JG606288","New 2018 GMC Sierra 1500 Denali"
"1541789272-915","https://www.cars.com/vehicledetail/detail/754189981/overview/","JF2SKAGC6KH425320","New 2019 Subaru Forester 2.5i Touring"
"1541789787-1133","https://www.cars.com/vehicledetail/detail/754189744/overview/","1GNSKHKCXKR208563","New 2019 Chevrolet Suburban LT"
"1541792031-1872","https://www.cars.com/vehicledetail/detail/754188677/overview/","JM3KE4CY2G0711462","Used 2016 Mazda CX-5 Touring"
"1541789883-1175","https://www.cars.com/vehicledetail/detail/754189698/overview/","1G6AB5RA4F0102212","Used 2015 Cadillac ATS 2.5L Luxury"
"1541788123-380","https://www.cars.com/vehicledetail/detail/754190517/overview/","null","null"
"1541791033-1562","https://www.cars.com/vehicledetail/detail/754189162/overview/","3MZBN1V36JM260272","New 2018 Mazda Mazda3 Touring"
"1541787933-293","https://www.cars.com/vehicledetail/detail/754190607/overview/","2C4RDGEG1JR196953","Used 2018 Dodge Grand Caravan GT"
"1541790693-1442","https://www.cars.com/vehicledetail/detail/754189320/overview/","2C3CCAAG3GH343871","Used 2016 Chrysler 300 Limited"
"1541787970-311","https://www.cars.com/vehicledetail/detail/754190589/overview/","5YFBURHE9FP321437","Used 2015 Toyota Corolla S"
"1541788109-374","https://www.cars.com/vehicledetail/detail/754190523/overview/","1FTRF3B61KEC94328","New 2019 Ford F-350 XL"
"1541790975-1542","https://www.cars.com/vehicledetail/detail/754189190/overview/","5TFEY5F16KX247142","New 2019 Toyota Tundra SR"
"1541791043-1566","https://www.cars.com/vehicledetail/detail/754189157/overview/","1D4PU4GX1BW529246","Used 2011 Dodge Nitro Heat"
"1541791178-1613","https://www.cars.com/vehicledetail/detail/754189092/overview/","JF1GV7E65CG028965","Used 2012 Subaru Impreza WRX"
"1541788132-384","https://www.cars.com/vehicledetail/detail/754190513/overview/","null","New 2017 Chevrolet Silverado 2500 LWB, 2WD, Reg Cab Pickup"
"1541789991-1217","https://www.cars.com/vehicledetail/detail/754189645/overview/","2C4RDGCG7HR801538","Used 2017 Dodge Grand Caravan SXT"
"1541788502-559","https://www.cars.com/vehicledetail/detail/754190338/overview/","1C4PJMAB2FW652255","Used 2015 Jeep Cherokee Sport 4WD"
"1541787462-79","https://www.cars.com/vehicledetail/detail/754190821/overview/","5J6RW1H84JA004113","New 2018 Honda CR-V EX-L"
"1541787939-296","https://www.cars.com/vehicledetail/detail/754190604/overview/","null","New 2018 Chevrolet Colorado Z71/ZR2 Crew Cab, Short Box"
"1541789339-947","https://www.cars.com/vehicledetail/detail/754189949/overview/","1FAHP2EW4CG119274","Used 2012 Ford Taurus SEL"
"1541791454-1692","https://www.cars.com/vehicledetail/detail/754188959/overview/","2T1BURHE8FC291749","Used 2015 Toyota Corolla S Premium"
"1541788666-635","https://www.cars.com/vehicledetail/detail/754190262/overview/","5UXTR7C56KLF31614","New 2019 BMW X3 sDrive30i"
"1541787854-255","https://www.cars.com/vehicledetail/detail/754190645/overview/","2HGFC2F80KH505322","New 2019 Honda Civic Sport"
"1541790479-1373","https://www.cars.com/vehicledetail/detail/754189419/overview/","KMHC75LC7KU120655","New 2019 Hyundai Ioniq Hybrid SEL"
"1541789794-1136","https://www.cars.com/vehicledetail/detail/754189741/overview/","KL4CJBSB8FB209224","Used 2015 Buick Encore Convenience"
"1541789699-1098","https://www.cars.com/vehicledetail/detail/754189783/overview/","5N1AT2MV0KC709814","New 2019 Nissan Rogue SL"
"1541789530-1027","https://www.cars.com/vehicledetail/detail/754189862/overview/","3VW2A7AU0FM036645","Used 2015 Volkswagen Golf DSG TDI SEL"
"1541789376-962","https://www.cars.com/vehicledetail/detail/754189934/overview/","null","New 2019 Subaru Forester Premium"
"1541788402-510","https://www.cars.com/vehicledetail/detail/754190387/overview/","JF1ZCAC18K9600116","New 2019 Subaru BRZ Limited"
"1541789465-1000","https://www.cars.com/vehicledetail/detail/754189893/overview/","3GCUKRECXJG606213","New 2018 Chevrolet Silverado 1500 1LT"
"1541791282-1648","https://www.cars.com/vehicledetail/detail/754189042/overview/","KMHD35LH3GU273651","Used 2016 Hyundai Elantra GT Base"
"1541790399-1345","https://www.cars.com/vehicledetail/detail/754189457/overview/","null","null"
"1541788799-693","https://www.cars.com/vehicledetail/detail/754190204/overview/","3LN6L5KU1KR608459","New 2019 Lincoln MKZ Base"
"1541789637-1074","https://www.cars.com/vehicledetail/detail/754189811/overview/","SHHFK7H61HU227974","Used 2017 Honda Civic EX"
"1541789833-1152","https://www.cars.com/vehicledetail/detail/754189722/overview/","5NPE24AF7HH580016","Used 2017 Hyundai Sonata Base"
"1541790362-1333","https://www.cars.com/vehicledetail/detail/754189475/overview/","3GTU2NEJ3JG601782","New 2018 GMC Sierra 1500 SLT"
"1541787725-198","https://www.cars.com/vehicledetail/detail/754190702/overview/","null","New 2017 GMC Acadia SLE1 FWD"
"1541787362-32","https://www.cars.com/vehicledetail/detail/754190868/overview/","1FTEW1EP1KFA13257","New 2019 Ford F-150"
"1541790979-1544","https://www.cars.com/vehicledetail/detail/754189188/overview/","JTMBFREV6JJ259829","New 2018 Toyota RAV4 SE"
"1541787885-270","https://www.cars.com/vehicledetail/detail/754190630/overview/","null","New 2018 Chevrolet Silverado 1500 SWB, 2WD, Double Cab Pickup"
"1541789350-952","https://www.cars.com/vehicledetail/detail/754189944/overview/","5TDDZ3DC9KS218192","New 2019 Toyota Sienna XLE"
"1541789135-851","https://www.cars.com/vehicledetail/detail/754190045/overview/","null","Used 2018 Dodge Challenger SXT"
"1541790953-1533","https://www.cars.com/vehicledetail/detail/754189200/overview/","1C4BJWFGXGL292696","Used 2016 Jeep Wrangler Unlimited Rubicon"
"1541791971-1847","https://www.cars.com/vehicledetail/detail/754188706/overview/","1FTFW1EF9EKF53480","Used 2014 Ford F-150 FX4"
"1541789163-864","https://www.cars.com/vehicledetail/detail/754190032/overview/","3GTU2NEC3JG580840","New 2018 GMC Sierra 1500 SLT"
"1541789936-1195","https://www.cars.com/vehicledetail/detail/754189672/overview/","JM3KFBCM7J0467314","New 2018 Mazda CX-5 Touring"
"1541787493-94","https://www.cars.com/vehicledetail/detail/754190806/overview/","null","New 2017 GMC Yukon 4WD"
"1541787534-113","https://www.cars.com/vehicledetail/detail/754190787/overview/","null","New 2017 GMC Yukon 4WD"
"1541789423-983","https://www.cars.com/vehicledetail/detail/754189913/overview/","1HGCV1F1XKA000848","New 2019 Honda Accord LX"
"1541789269-914","https://www.cars.com/vehicledetail/detail/754189982/overview/","JF2GTANC5K8247924","New 2019 Subaru Crosstrek 2.0i Limited"
"1541787710-191","https://www.cars.com/vehicledetail/detail/754190709/overview/","1C4PJMLX8KD355649","New 2019 Jeep Cherokee Latitude Plus"
"1541788961-770","https://www.cars.com/vehicledetail/detail/754190127/overview/","null","Used 2014 Chrysler Town & Country Touring"
"1541789176-870","https://www.cars.com/vehicledetail/detail/754190026/overview/","null","New 2019 Toyota Highlander XLE"
"1541789253-906","https://www.cars.com/vehicledetail/detail/754189990/overview/","JF1VA1A60K9813029","New 2019 Subaru WRX Base"
"1541791792-1790","https://www.cars.com/vehicledetail/detail/754188792/overview/","WDBNG70J34A389086","Used 2004 Mercedes-Benz 4.3L"
"1541788636-621","https://www.cars.com/vehicledetail/detail/754190276/overview/","WBA5A5C56FD521942","Certified 2015 BMW 528 i"
"1541788675-639","https://www.cars.com/vehicledetail/detail/754190258/overview/","WBA8E9G51GNT46577","Certified 2016 BMW 328 i"
"1541789800-1139","https://www.cars.com/vehicledetail/detail/754189738/overview/","WMWWG9C54K3E40340","New 2019 MINI Convertible Cooper S"
"1541788020-334","https://www.cars.com/vehicledetail/detail/754190566/overview/","SADHD2S14K1F63596","New 2019 Jaguar I-PACE HSE/First Edition"
"1541788381-500","https://www.cars.com/vehicledetail/detail/754190397/overview/","3GKALTEX4JL358245","New 2018 GMC Terrain SLE"
"1541789322-939","https://www.cars.com/vehicledetail/detail/754189957/overview/","JF2GPACC6D2830628","Certified 2013 Subaru XV Crosstrek 2.0i Premium"
"1541788552-582","https://www.cars.com/vehicledetail/detail/754190315/overview/","null","Used 2015 Chevrolet Camaro 2LT"
"1541788252-440","https://www.cars.com/vehicledetail/detail/754190457/overview/","4S4BSANC0K3245163","New 2019 Subaru Outback 2.5i Limited"
"1541789015-796","https://www.cars.com/vehicledetail/detail/754190101/overview/","null","New 2017 Chevrolet Silverado 3500 Crew Cab 4WD"
"1541788154-395","https://www.cars.com/vehicledetail/detail/754190502/overview/","3GTP1NEC3GG257705","Used 2016 GMC Sierra 1500 SLT"
"1541791650-1744","https://www.cars.com/vehicledetail/detail/754188862/overview/","3MYDLBYVXKY504697","New 2019 Toyota Yaris Sedan L"
"1541791780-1786","https://www.cars.com/vehicledetail/detail/754188798/overview/","1G4GD5G3XFF136234","Used 2015 Buick LaCrosse Premium I"
"1541791589-1727","https://www.cars.com/vehicledetail/detail/754188892/overview/","2T3BFREV5JW854639","New 2018 Toyota RAV4 LE"
"1541789013-795","https://www.cars.com/vehicledetail/detail/754190102/overview/","null","Used 2012 Honda Odyssey EX"
"1541787675-174","https://www.cars.com/vehicledetail/detail/754190726/overview/","1C4RJFBG9KC619442","New 2019 Jeep Grand Cherokee Limited"
"1541787832-244","https://www.cars.com/vehicledetail/detail/754190656/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541790264-1294","https://www.cars.com/vehicledetail/detail/754189523/overview/","1FMCU9GD2KUA35354","New 2019 Ford Escape SE"
"1541792103-1888","https://www.cars.com/vehicledetail/detail/754188641/overview/","KNDMB5C14J6373490","Certified 2018 Kia Sedona LX"
"1541791565-1719","https://www.cars.com/vehicledetail/detail/754188904/overview/","JF2SKASC6KH422277","New 2019 Subaru Forester 2.5i Touring"
"1541792071-1882","https://www.cars.com/vehicledetail/detail/754188657/overview/","3GNAXXEU2JS541461","New 2018 Chevrolet Equinox PREMIER AWD"
"1541790462-1369","https://www.cars.com/vehicledetail/detail/754189427/overview/","5FPYK3F18JB006346","New 2018 Honda Ridgeline Sport"
"1541790951-1532","https://www.cars.com/vehicledetail/detail/754189201/overview/","WMWZN3C50FT861605","Used 2015 MINI Convertible Cooper"
"1541791896-1819","https://www.cars.com/vehicledetail/detail/754188743/overview/","ZACCJABB6JPJ32445","New 2018 Jeep Renegade Latitude"
"1541789071-822","https://www.cars.com/vehicledetail/detail/754190074/overview/","JN8AZ1MW4EW530091","Used 2014 Nissan Murano LE"
"1541789133-850","https://www.cars.com/vehicledetail/detail/754190046/overview/","3LN6L5KUXKR608458","New 2019 Lincoln MKZ Base"
"1541791345-1662","https://www.cars.com/vehicledetail/detail/754189011/overview/","1FM5K8D84KGA47228","New 2019 Ford Explorer XLT"
"1541789536-1029","https://www.cars.com/vehicledetail/detail/754189859/overview/","1FA6P0H70G5120746","Used 2016 Ford Fusion SE"
"1541788770-679","https://www.cars.com/vehicledetail/detail/754190218/overview/","null","New 2016 Buick Verano Sedan"
"1541789983-1214","https://www.cars.com/vehicledetail/detail/754189649/overview/","WBANW13528CZ79495","Used 2008 BMW 535 i"
"1541788562-587","https://www.cars.com/vehicledetail/detail/754190310/overview/","null","Used 2015 Honda CR-V EX-L"
"1541788742-666","https://www.cars.com/vehicledetail/detail/754190231/overview/","2T3ZFREV6EW109936","Used 2014 Toyota RAV4 LE"
"1541788032-340","https://www.cars.com/vehicledetail/detail/754190560/overview/","null","null"
"1541787567-129","https://www.cars.com/vehicledetail/detail/754190771/overview/","2GNAXHEV4K6171869","New 2019 Chevrolet Equinox LS"
"1541787468-82","https://www.cars.com/vehicledetail/detail/754190818/overview/","7FARW2H8XJE103221","New 2018 Honda CR-V EX-L"
"1541787441-69","https://www.cars.com/vehicledetail/detail/754190831/overview/","null","New 2017 GMC Yukon 2WD"
"1541788309-466","https://www.cars.com/vehicledetail/detail/754190431/overview/","JF2GTAAC1KG249231","New 2019 Subaru Crosstrek 2.0i"
"1541789328-942","https://www.cars.com/vehicledetail/detail/754189954/overview/","5UXCR6C59KLK83382","New 2019 BMW X5 xDrive40i"
"1541789049-812","https://www.cars.com/vehicledetail/detail/754190084/overview/","2T2ZZMCA7KC118141","New 2019 Lexus RX 350 Base"
"1541788321-471","https://www.cars.com/vehicledetail/detail/754190426/overview/","JF2SKAGC0KH427547","New 2019 Subaru Forester 2.5i Touring"
"1541787406-52","https://www.cars.com/vehicledetail/detail/754190848/overview/","5J6RW1H57JA001793","New 2018 Honda CR-V EX"
"1541787993-322","https://www.cars.com/vehicledetail/detail/754190578/overview/","null","New 2018 Chevrolet Silverado 2500 LWB, 2WD, Double Cab Pickup"
"1541788213-422","https://www.cars.com/vehicledetail/detail/754190475/overview/","3VV1B7AX0KM006143","New 2019 Volkswagen Tiguan 2.0T S"
"1541788446-532","https://www.cars.com/vehicledetail/detail/754190365/overview/","WBA8B7C54JA937889","New 2018 BMW 340 i xDrive"
"1541789437-989","https://www.cars.com/vehicledetail/detail/754189906/overview/","3VV2B7AX4JM036393","Used 2018 Volkswagen Tiguan 2.0T SEL"
"1541791401-1680","https://www.cars.com/vehicledetail/detail/754188985/overview/","JTEBU5JR7J5496101","Used 2018 Toyota 4Runner SR5 Premium"
"1541790099-1255","https://www.cars.com/vehicledetail/detail/754189596/overview/","1FMCU0GD4KUA02819","New 2019 Ford Escape SE"
"1541790507-1383","https://www.cars.com/vehicledetail/detail/754189405/overview/","1C6RRFFG3KN672345","New 2019 RAM 1500 Big Horn"
"1541790078-1249","https://www.cars.com/vehicledetail/detail/754189604/overview/","1FMCU9J96KUA13507","New 2019 Ford Escape Titanium"
"1541789154-860","https://www.cars.com/vehicledetail/detail/754190036/overview/","3N1CE2CP2JL361739","New 2018 Nissan Versa Note SV"
"1541791530-1710","https://www.cars.com/vehicledetail/detail/754188921/overview/","2T1BURHE2KC199174","New 2019 Toyota Corolla LE"
"1541789371-960","https://www.cars.com/vehicledetail/detail/754189936/overview/","1C4RJFBG1JC292954","Used 2018 Jeep Grand Cherokee Limited"
"1541791370-1670","https://www.cars.com/vehicledetail/detail/754188999/overview/","1FTEX1EP8KFA36726","New 2019 Ford F-150 XL"
"1541788726-658","https://www.cars.com/vehicledetail/detail/754190239/overview/","3TMLU4EN2CM102236","Used 2012 Toyota Tacoma Base"
"1541788492-554","https://www.cars.com/vehicledetail/detail/754190343/overview/","5LMCJ3D9XKUL08267","New 2019 Lincoln MKC Reserve"
"1541790330-1320","https://www.cars.com/vehicledetail/detail/754189491/overview/","1C4RJFAG8KC579680","New 2019 Jeep Grand Cherokee"
"1541787964-308","https://www.cars.com/vehicledetail/detail/754190592/overview/","null","Used 2001 Chevrolet Silverado 1500 LS"
"1541789934-1194","https://www.cars.com/vehicledetail/detail/754189673/overview/","null","null"
